Order_ID,Order_Date,Region,Salesperson,Product,Category,Quantity,Unit_Cost,Unit_Price,Sales,Cost,Profit,Payment_Method
ORD0455,2025-05-24,West,Meera,Laptop,Electronics,6,47445.59,56503.74,339022.44,284673.54,54348.9,Card
ORD0456,2025-06-14,East,Kiran,Keyboard,Accessories,5,984.2,1213.45,6067.25,4921.0,1146.25,Cash
ORD0457,2025-09-06,East,Arun,Mouse,Accessories,8,451.42,608.15,4865.2,3611.36,1253.84,Card
ORD0458,2025-09-26,North,Rahul,Monitor,Electronics,5,12328.71,15053.55,75267.75,61643.55,13624.2,Card
ORD0459,2025-01-26,East,Sneha,Mouse,Accessories,14,432.2,479.71,6715.94,6050.8,665.14,UPI
ORD0460,2025-03-05,North,Sneha,Printer,Electronics,14,8211.46,10010.45,140146.3,114960.44,25185.86,UPI
ORD0461,2025-08-31,East,Anjali,Desk,Furniture,10,8653.73,12012.73,120127.3,86537.3,33590.0,Card
ORD0462,2025-01-15,West,Arun,Headphones,Accessories,12,1903.89,2145.91,25750.92,22846.68,2904.24,Card
ORD0463,2025-11-28,South,Sneha,Webcam,Electronics,13,2728.07,3702.35,48130.55,35464.91,12665.64,UPI
ORD0464,2025-12-16,North,Divya,USB Drive,Accessories,7,684.82,930.94,6516.58,4793.74,1722.84,Card
ORD0465,2025-05-10,East,Vishnu,USB Drive,Accessories,3,700.2,772.0,2316.0,2100.6,215.4,Bank Transfer
ORD0466,2025-08-27,East,Kiran,Office Chair,Furniture,14,6560.24,7712.22,107971.08,91843.36,16127.72,Cash
ORD0467,2025-07-11,East,Vishnu,Laptop,Electronics,9,49493.58,68793.39,619140.51,445442.22,173698.29,Cash
ORD0468,2025-06-16,East,Vishnu,Desk,Furniture,2,8406.64,9944.59,19889.18,16813.28,3075.9,UPI
ORD0469,2025-01-30,West,Anjali,Mouse,Accessories,3,489.66,573.93,1721.79,1468.98,252.81,Card
ORD0470,2025-05-13,West,Kiran,Backpack,Bags,1,1824.93,2553.52,2553.52,1824.93,728.59,Bank Transfer
ORD0471,2025-04-08,East,Sneha,Backpack,Bags,1,1792.36,2506.48,2506.48,1792.36,714.12,Bank Transfer
ORD0472,2025-12-03,South,Vishnu,USB Drive,Accessories,6,683.78,925.58,5553.48,4102.68,1450.8,Cash
ORD0473,2025-10-14,South,Anjali,Desk,Furniture,3,9317.07,12275.76,36827.28,27951.21,8876.07,Cash
ORD0474,2025-08-04,East,Anjali,Mouse,Accessories,6,452.92,616.62,3699.72,2717.52,982.2,UPI
ORD0475,2025-01-28,North,Divya,Webcam,Electronics,5,2414.85,2741.66,13708.3,12074.25,1634.05,Card
ORD0476,2025-06-02,West,Arun,Tablet,Electronics,2,19203.74,23322.96,46645.92,38407.48,8238.44,Card
ORD0477,2025-08-23,South,Anjali,Keyboard,Accessories,4,842.1,1175.7,4702.8,3368.4,1334.4,Card
ORD0478,2025-06-10,North,Arun,Monitor,Electronics,8,11197.89,15632.17,125057.36,89583.12,35474.24,Bank Transfer
ORD0479,2025-03-23,West,Meera,Headphones,Accessories,4,1872.54,2154.51,8618.04,7490.16,1127.88,Card
ORD0480,2025-09-02,West,Arun,Webcam,Electronics,7,2520.93,3078.1,21546.7,17646.51,3900.19,Cash
ORD0481,2025-06-14,South,Arun,Tablet,Electronics,4,18587.97,25744.72,102978.88,74351.88,28627.0,Cash
ORD0482,2025-06-26,East,Rahul,USB Drive,Accessories,12,638.54,835.25,10023.0,7662.48,2360.52,Cash
ORD0483,2025-01-24,East,Vishnu,Office Chair,Furniture,9,6980.17,8027.94,72251.46,62821.53,9429.93,Bank Transfer
ORD0484,2025-12-18,South,Anjali,Backpack,Bags,9,1798.37,2160.47,19444.23,16185.33,3258.9,Bank Transfer
ORD0485,2025-07-26,North,Sneha,Printer,Electronics,13,7625.41,10556.81,137238.53,99130.33,38108.2,Card
ORD0486,2025-09-16,South,Meera,Backpack,Bags,3,1625.04,1798.23,5394.69,4875.12,519.57,UPI
ORD0487,2025-11-24,East,Arun,Backpack,Bags,11,1886.46,2287.44,25161.84,20751.06,4410.78,Cash
ORD0488,2025-12-20,North,Kiran,USB Drive,Accessories,2,709.37,784.51,1569.02,1418.74,150.28,Bank Transfer
ORD0489,2025-03-20,South,Arun,Office Chair,Furniture,2,6907.74,8581.62,17163.24,13815.48,3347.76,UPI
ORD0490,2025-11-15,South,Kiran,Office Chair,Furniture,11,6126.71,7695.72,84652.92,67393.81,17259.11,Cash
ORD0491,2025-02-24,West,Sneha,Tablet,Electronics,12,18079.64,21420.97,257051.64,216955.68,40095.96,Card
ORD0492,2025-12-27,West,Vishnu,Headphones,Accessories,14,1765.42,2048.77,28682.78,24715.88,3966.9,Card
ORD0493,2025-09-04,East,Sneha,Laptop,Electronics,9,43833.99,50948.61,458537.49,394505.91,64031.58,Cash
ORD0494,2025-10-21,West,Rahul,Laptop,Electronics,11,39251.28,44476.77,489244.47,431764.08,57480.39,Cash
ORD0495,2025-05-12,South,Divya,Tablet,Electronics,2,18556.04,20975.51,41951.02,37112.08,4838.94,UPI
ORD0496,2025-01-21,East,Anjali,Headphones,Accessories,8,1552.54,2086.54,16692.32,12420.32,4272.0,UPI
ORD0497,2025-01-24,North,Rahul,Office Chair,Furniture,12,6152.83,8339.38,100072.56,73833.96,26238.6,Card
ORD0498,2025-05-18,North,Anjali,Printer,Electronics,6,9125.87,12653.26,75919.56,54755.22,21164.34,UPI
ORD0499,2025-05-20,West,Divya,Keyboard,Accessories,2,855.17,1187.57,2375.14,1710.34,664.8,Bank Transfer
ORD0500,2025-12-23,North,Rahul,USB Drive,Accessories,15,734.46,832.82,12492.3,11016.9,1475.4,Cash
